metric_id,metric_name,metric_startdate,metric_enddate,hora,demanda,entidad,fecha_hora,dia,mes,trimestre,anio,dia_semana,es_festivo,es_fin_de_semana
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,11,11036424.01,Sistema,2025-11-26 11:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,12,10986015.47,Sistema,2025-11-26 12:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,13,11084380.01,Sistema,2025-11-26 13:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,14,11312906.56,Sistema,2025-11-26 14:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,15,11385326.05,Sistema,2025-11-26 15:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,16,11173709.03,Sistema,2025-11-26 16:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,17,11098058.46,Sistema,2025-11-26 17:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,18,11662082.81,Sistema,2025-11-26 18:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,19,11582008.15,Sistema,2025-11-26 19:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,20,11383050.34,Sistema,2025-11-26 20:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,21,10932189.53,Sistema,2025-11-26 21:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,22,10268978.83,Sistema,2025-11-26 22:00:00,26,11,4,2025,2,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,23,9663300.43,Sistema,2025-11-26 23:00:00,26,11,4,2025,2,False,False
